ID,佣兵ID,宝具等级,消耗资源,消耗个数,战力提升,先攻提升,防御提升,闪避提升,王者提升
4311,25000004,1,57,3,5,,,,
4312,25000004,2,57,4,5,,,,
4313,25000004,3,57,6,5,,,,
4314,25000004,4,57,9,5,,,,
4315,25000004,5,57,13,,0,0,0,1
4316,25000004,6,57,18,5,,,,
4317,25000004,7,57,24,5,,,,
4318,25000004,8,57,31,5,,,,
4319,25000004,9,57,39,5,,,,
4320,25000004,10,57,47,,2,0,0,0
4321,25000005,1,57,3,5,,,,
4322,25000005,2,57,4,5,,,,
4323,25000005,3,57,6,5,,,,
4324,25000005,4,57,9,5,,,,
4325,25000005,5,57,13,,0,0,0,1
4326,25000005,6,57,18,5,,,,
4327,25000005,7,57,24,5,,,,
4328,25000005,8,57,31,5,,,,
4329,25000005,9,57,39,5,,,,
4330,25000005,10,57,47,,2,0,0,0
4331,25000006,1,57,3,5,,,,
4332,25000006,2,57,4,5,,,,
4333,25000006,3,57,6,5,,,,
4334,25000006,4,57,9,5,,,,
4335,25000006,5,57,13,,0,0,0,1
4336,25000006,6,57,18,5,,,,
4337,25000006,7,57,24,5,,,,
4338,25000006,8,57,31,5,,,,
4339,25000006,9,57,39,5,,,,
4340,25000006,10,57,47,,2,0,0,0
4341,55000003,1,57,3,5,,,,
4342,55000003,2,57,4,5,,,,
4343,55000003,3,57,6,5,,,,
4344,55000003,4,57,9,5,,,,
4345,55000003,5,57,13,,0,0,0,1
4346,55000003,6,57,18,5,,,,
4347,55000003,7,57,24,5,,,,
4348,55000003,8,57,31,5,,,,
4349,55000003,9,57,39,5,,,,
4350,55000003,10,57,47,,2,0,0,0
4351,19000217,1,57,3,5,,,,
4352,19000217,2,57,4,5,,,,
4353,19000217,3,57,6,5,,,,
4354,19000217,4,57,9,5,,,,
4355,19000217,5,57,13,,0,1,0,1
4356,19000217,6,57,18,5,,,,
4357,19000217,7,57,24,5,,,,
4358,19000217,8,57,31,5,,,,
4359,19000217,9,57,39,5,,,,
4360,19000217,10,57,47,,0,4,0,0
4361,19000212,1,57,3,5,,,,
4362,19000212,2,57,4,5,,,,
4363,19000212,3,57,6,5,,,,
4364,19000212,4,57,9,5,,,,
4365,19000212,5,57,13,,1,0,0,1
4366,19000212,6,57,18,5,,,,
4367,19000212,7,57,24,5,,,,
4368,19000212,8,57,31,5,,,,
4369,19000212,9,57,39,5,,,,
4370,19000212,10,57,47,,4,0,0,0
4371,19000207,1,57,3,5,,,,
4372,19000207,2,57,4,5,,,,
4373,19000207,3,57,6,5,,,,
4374,19000207,4,57,9,5,,,,
4375,19000207,5,57,13,,1,0,0,1
4376,19000207,6,57,18,5,,,,
4377,19000207,7,57,24,5,,,,
4378,19000207,8,57,31,5,,,,
4379,19000207,9,57,39,5,,,,
4380,19000207,10,57,47,,4,0,0,0
4381,19000218,1,57,3,5,,,,
4382,19000218,2,57,4,5,,,,
4383,19000218,3,57,6,5,,,,
4384,19000218,4,57,9,5,,,,
4385,19000218,5,57,13,,0,1,0,1
4386,19000218,6,57,18,5,,,,
4387,19000218,7,57,24,5,,,,
4388,19000218,8,57,31,5,,,,
4389,19000218,9,57,39,5,,,,
4390,19000218,10,57,47,,0,0,4,0
4391,19000208,1,57,3,5,,,,
4392,19000208,2,57,4,5,,,,
4393,19000208,3,57,6,5,,,,
4394,19000208,4,57,9,5,,,,
4395,19000208,5,57,13,,0,0,0,1
4396,19000208,6,57,18,5,,,,
4397,19000208,7,57,24,5,,,,
4398,19000208,8,57,31,5,,,,
4399,19000208,9,57,39,5,,,,
4400,19000208,10,57,47,,2,0,0,0
4401,19000219,1,57,3,5,,,,
4402,19000219,2,57,4,5,,,,
4403,19000219,3,57,6,5,,,,
4404,19000219,4,57,9,5,,,,
4405,19000219,5,57,13,,1,0,0,1
4406,19000219,6,57,18,5,,,,
4407,19000219,7,57,24,5,,,,
4408,19000219,8,57,31,5,,,,
4409,19000219,9,57,39,5,,,,
4410,19000219,10,57,47,,3,1,0,0
4411,19000220,1,57,3,5,,,,
4412,19000220,2,57,4,5,,,,
4413,19000220,3,57,6,5,,,,
4414,19000220,4,57,9,5,,,,
4415,19000220,5,57,13,,0,1,0,1
4416,19000220,6,57,18,5,,,,
4417,19000220,7,57,24,5,,,,
4418,19000220,8,57,31,5,,,,
4419,19000220,9,57,39,5,,,,
4420,19000220,10,57,47,,0,3,1,0
4421,19000203,1,57,3,5,,,,
4422,19000203,2,57,4,5,,,,
4423,19000203,3,57,6,5,,,,
4424,19000203,4,57,9,5,,,,
4425,19000203,5,57,13,,0,1,0,1
4426,19000203,6,57,18,5,,,,
4427,19000203,7,57,24,5,,,,
4428,19000203,8,57,31,5,,,,
4429,19000203,9,57,39,5,,,,
4430,19000203,10,57,47,,1,3,0,0
4431,19000204,1,57,3,5,,,,
4432,19000204,2,57,4,5,,,,
4433,19000204,3,57,6,5,,,,
4434,19000204,4,57,9,5,,,,
4435,19000204,5,57,13,,0,1,0,1
4436,19000204,6,57,18,5,,,,
4437,19000204,7,57,24,5,,,,
4438,19000204,8,57,31,5,,,,
4439,19000204,9,57,39,5,,,,
4440,19000204,10,57,47,,1,1,2,0
4441,19000205,1,57,3,5,,,,
4442,19000205,2,57,4,5,,,,
4443,19000205,3,57,6,5,,,,
4444,19000205,4,57,9,5,,,,
4445,19000205,5,57,13,,0,1,0,1
4446,19000205,6,57,18,5,,,,
4447,19000205,7,57,24,5,,,,
4448,19000205,8,57,31,5,,,,
4449,19000205,9,57,39,5,,,,
4450,19000205,10,57,47,,3,1,0,0
4451,19000206,1,57,3,5,,,,
4452,19000206,2,57,4,5,,,,
4453,19000206,3,57,6,5,,,,
4454,19000206,4,57,9,5,,,,
4455,19000206,5,57,13,,0,1,0,1
4456,19000206,6,57,18,5,,,,
4457,19000206,7,57,24,5,,,,
4458,19000206,8,57,31,5,,,,
4459,19000206,9,57,39,5,,,,
4460,19000206,10,57,47,,3,1,0,0
4461,19000210,1,57,3,5,,,,
4462,19000210,2,57,4,5,,,,
4463,19000210,3,57,6,5,,,,
4464,19000210,4,57,9,5,,,,
4465,19000210,5,57,13,,0,1,0,1
4466,19000210,6,57,18,5,,,,
4467,19000210,7,57,24,5,,,,
4468,19000210,8,57,31,5,,,,
4469,19000210,9,57,39,5,,,,
4470,19000210,10,57,47,,3,1,0,0
4471,19000211,1,57,3,5,,,,
4472,19000211,2,57,4,5,,,,
4473,19000211,3,57,6,5,,,,
4474,19000211,4,57,9,5,,,,
4475,19000211,5,57,13,,0,1,0,1
4476,19000211,6,57,18,5,,,,
4477,19000211,7,57,24,5,,,,
4478,19000211,8,57,31,5,,,,
4479,19000211,9,57,39,5,,,,
4480,19000211,10,57,47,,0,1,3,0
4481,19000213,1,57,3,5,,,,
4482,19000213,2,57,4,5,,,,
4483,19000213,3,57,6,5,,,,
4484,19000213,4,57,9,5,,,,
4485,19000213,5,57,13,,0,1,0,1
4486,19000213,6,57,18,5,,,,
4487,19000213,7,57,24,5,,,,
4488,19000213,8,57,31,5,,,,
4489,19000213,9,57,39,5,,,,
4490,19000213,10,57,47,,2,2,0,0
4491,19000214,1,57,3,5,,,,
4492,19000214,2,57,4,5,,,,
4493,19000214,3,57,6,5,,,,
4494,19000214,4,57,9,5,,,,
4495,19000214,5,57,13,,0,0,1,1
4496,19000214,6,57,18,5,,,,
4497,19000214,7,57,24,5,,,,
4498,19000214,8,57,31,5,,,,
4499,19000214,9,57,39,5,,,,
4500,19000214,10,57,47,,0,2,2,0
4501,19000221,1,57,3,5,,,,
4502,19000221,2,57,4,5,,,,
4503,19000221,3,57,6,5,,,,
4504,19000221,4,57,9,5,,,,
4505,19000221,5,57,13,,0,1,0,1
4506,19000221,6,57,18,5,,,,
4507,19000221,7,57,24,5,,,,
4508,19000221,8,57,31,5,,,,
4509,19000221,9,57,39,5,,,,
4510,19000221,10,57,47,,2,2,0,0
4511,19000229,1,57,3,5,,,,
4512,19000229,2,57,4,5,,,,
4513,19000229,3,57,6,5,,,,
4514,19000229,4,57,9,5,,,,
4515,19000229,5,57,13,,1,0,0,1
4516,19000229,6,57,18,5,,,,
4517,19000229,7,57,24,5,,,,
4518,19000229,8,57,31,5,,,,
4519,19000229,9,57,39,5,,,,
4520,19000229,10,57,47,,2,2,0,0
4521,19000231,1,57,3,5,,,,
4522,19000231,2,57,4,5,,,,
4523,19000231,3,57,6,5,,,,
4524,19000231,4,57,9,5,,,,
4525,19000231,5,57,13,,1,0,0,1
4526,19000231,6,57,18,5,,,,
4527,19000231,7,57,24,5,,,,
4528,19000231,8,57,31,5,,,,
4529,19000231,9,57,39,5,,,,
4530,19000231,10,57,47,,2,2,0,0
4531,19000209,1,57,3,5,,,,
4532,19000209,2,57,4,5,,,,
4533,19000209,3,57,6,5,,,,
4534,19000209,4,57,9,5,,,,
4535,19000209,5,57,13,,1,0,0,1
4536,19000209,6,57,18,5,,,,
4537,19000209,7,57,24,5,,,,
4538,19000209,8,57,31,5,,,,
4539,19000209,9,57,39,5,,,,
4540,19000209,10,57,47,,4,0,0,0
4541,19000235,1,57,3,5,,,,
4542,19000235,2,57,4,5,,,,
4543,19000235,3,57,6,5,,,,
4544,19000235,4,57,9,5,,,,
4545,19000235,5,57,13,,0,1,0,1
4546,19000235,6,57,18,5,,,,
4547,19000235,7,57,24,5,,,,
4548,19000235,8,57,31,5,,,,
4549,19000235,9,57,39,5,,,,
4550,19000235,10,57,47,,0,4,0,0
4551,19000215,1,57,3,5,,,,
4552,19000215,2,57,4,5,,,,
4553,19000215,3,57,6,5,,,,
4554,19000215,4,57,9,5,,,,
4555,19000215,5,57,13,,0,0,1,1
4556,19000215,6,57,18,5,,,,
4557,19000215,7,57,24,5,,,,
4558,19000215,8,57,31,5,,,,
4559,19000215,9,57,39,5,,,,
4560,19000215,10,57,47,,0,2,2,0
4561,19000216,1,57,3,5,,,,
4562,19000216,2,57,4,5,,,,
4563,19000216,3,57,6,5,,,,
4564,19000216,4,57,9,5,,,,
4565,19000216,5,57,13,,0,1,0,1
4566,19000216,6,57,18,5,,,,
4567,19000216,7,57,24,5,,,,
4568,19000216,8,57,31,5,,,,
4569,19000216,9,57,39,5,,,,
4570,19000216,10,57,47,,0,2,2,0
4571,19000238,1,57,3,5,,,,
4572,19000238,2,57,4,5,,,,
4573,19000238,3,57,6,5,,,,
4574,19000238,4,57,9,5,,,,
4575,19000238,5,57,13,,0,1,0,1
4576,19000238,6,57,18,5,,,,
4577,19000238,7,57,24,5,,,,
4578,19000238,8,57,31,5,,,,
4579,19000238,9,57,39,5,,,,
4580,19000238,10,57,47,,0,4,0,0
4581,19000239,1,57,3,5,,,,
4582,19000239,2,57,4,5,,,,
4583,19000239,3,57,6,5,,,,
4584,19000239,4,57,9,5,,,,
4585,19000239,5,57,13,,1,0,0,1
4586,19000239,6,57,18,5,,,,
4587,19000239,7,57,24,5,,,,
4588,19000239,8,57,31,5,,,,
4589,19000239,9,57,39,5,,,,
4590,19000239,10,57,47,,4,0,0,0
4591,19000240,1,57,3,5,,,,
4592,19000240,2,57,4,5,,,,
4593,19000240,3,57,6,5,,,,
4594,19000240,4,57,9,5,,,,
4595,19000240,5,57,13,,2,0,0,1
4596,19000240,6,57,18,5,,,,
4597,19000240,7,57,24,5,,,,
4598,19000240,8,57,31,5,,,,
4599,19000240,9,57,39,5,,,,
4600,19000240,10,57,47,,4,0,0,1
4601,19000241,1,57,3,5,,,,
4602,19000241,2,57,4,5,,,,
4603,19000241,3,57,6,5,,,,
4604,19000241,4,57,9,5,,,,
4605,19000241,5,57,13,,0,1,0,1
4606,19000241,6,57,18,5,,,,
4607,19000241,7,57,24,5,,,,
4608,19000241,8,57,31,5,,,,
4609,19000241,9,57,39,5,,,,
4610,19000241,10,57,47,,1,3,0,0
4611,19000242,1,57,3,5,,,,
4612,19000242,2,57,4,5,,,,
4613,19000242,3,57,6,5,,,,
4614,19000242,4,57,9,5,,,,
4615,19000242,5,57,13,,1,0,0,1
4616,19000242,6,57,18,5,,,,
4617,19000242,7,57,24,5,,,,
4618,19000242,8,57,31,5,,,,
4619,19000242,9,57,39,5,,,,
4620,19000242,10,57,47,,4,0,0,0
4621,19000243,1,57,3,5,,,,
4622,19000243,2,57,4,5,,,,
4623,19000243,3,57,6,5,,,,
4624,19000243,4,57,9,5,,,,
4625,19000243,5,57,13,,0,1,0,1
4626,19000243,6,57,18,5,,,,
4627,19000243,7,57,24,5,,,,
4628,19000243,8,57,31,5,,,,
4629,19000243,9,57,39,5,,,,
4630,19000243,10,57,47,,2,0,2,0
4631,19000244,1,57,3,5,,,,
4632,19000244,2,57,4,5,,,,
4633,19000244,3,57,6,5,,,,
4634,19000244,4,57,9,5,,,,
4635,19000244,5,57,13,,0,1,0,1
4636,19000244,6,57,18,5,,,,
4637,19000244,7,57,24,5,,,,
4638,19000244,8,57,31,5,,,,
4639,19000244,9,57,39,5,,,,
4640,19000244,10,57,47,,2,0,2,0
4641,19000245,1,57,3,5,,,,
4642,19000245,2,57,4,5,,,,
4643,19000245,3,57,6,5,,,,
4644,19000245,4,57,9,5,,,,
4645,19000245,5,57,13,,0,0,1,1
4646,19000245,6,57,18,5,,,,
4647,19000245,7,57,24,5,,,,
4648,19000245,8,57,31,5,,,,
4649,19000245,9,57,39,5,,,,
4650,19000245,10,57,47,,0,2,2,0
4651,19000246,1,57,3,5,,,,
4652,19000246,2,57,4,5,,,,
4653,19000246,3,57,6,5,,,,
4654,19000246,4,57,9,5,,,,
4655,19000246,5,57,13,,0,1,0,1
4656,19000246,6,57,18,5,,,,
4657,19000246,7,57,24,5,,,,
4658,19000246,8,57,31,5,,,,
4659,19000246,9,57,39,5,,,,
4660,19000246,10,57,47,,0,4,0,0
4661,19000248,1,57,3,5,,,,
4662,19000248,2,57,4,5,,,,
4663,19000248,3,57,6,5,,,,
4664,19000248,4,57,9,5,,,,
4665,19000248,5,57,13,,1,0,0,1
4666,19000248,6,57,18,5,,,,
4667,19000248,7,57,24,5,,,,
4668,19000248,8,57,31,5,,,,
4669,19000248,9,57,39,5,,,,
4670,19000248,10,57,47,,2,2,0,0
4671,19000249,1,57,3,5,,,,
4672,19000249,2,57,4,5,,,,
4673,19000249,3,57,6,5,,,,
4674,19000249,4,57,9,5,,,,
4675,19000249,5,57,13,,0,1,1,1
4676,19000249,6,57,18,5,,,,
4677,19000249,7,57,24,5,,,,
4678,19000249,8,57,31,5,,,,
4679,19000249,9,57,39,5,,,,
4680,19000249,10,57,47,,0,2,2,0
4681,19000250,1,57,3,5,,,,
4682,19000250,2,57,4,5,,,,
4683,19000250,3,57,6,5,,,,
4684,19000250,4,57,9,5,,,,
4685,19000250,5,57,13,,0,1,0,1
4686,19000250,6,57,18,5,,,,
4687,19000250,7,57,24,5,,,,
4688,19000250,8,57,31,5,,,,
4689,19000250,9,57,39,5,,,,
4690,19000250,10,57,47,,0,2,2,0
4691,19000251,1,57,3,5,,,,
4692,19000251,2,57,4,5,,,,
4693,19000251,3,57,6,5,,,,
4694,19000251,4,57,9,5,,,,
4695,19000251,5,57,13,,1,0,0,1
4696,19000251,6,57,18,5,,,,
4697,19000251,7,57,24,5,,,,
4698,19000251,8,57,31,5,,,,
4699,19000251,9,57,39,5,,,,
4700,19000251,10,57,47,,4,0,0,0
4701,19000247,1,57,3,5,,,,
4702,19000247,2,57,4,5,,,,
4703,19000247,3,57,6,5,,,,
4704,19000247,4,57,9,5,,,,
4705,19000247,5,57,13,,1,0,0,1
4706,19000247,6,57,18,5,,,,
4707,19000247,7,57,24,5,,,,
4708,19000247,8,57,31,5,,,,
4709,19000247,9,57,39,5,,,,
4710,19000247,10,57,47,,4,0,0,0
4711,19000254,1,57,3,5,,,,
4712,19000254,2,57,4,5,,,,
4713,19000254,3,57,6,5,,,,
4714,19000254,4,57,9,5,,,,
4715,19000254,5,57,13,,0,0,1,1
4716,19000254,6,57,18,5,,,,
4717,19000254,7,57,24,5,,,,
4718,19000254,8,57,31,5,,,,
4719,19000254,9,57,39,5,,,,
4720,19000254,10,57,47,,0,2,2,0
4721,19000255,1,57,3,5,,,,
4722,19000255,2,57,4,5,,,,
4723,19000255,3,57,6,5,,,,
4724,19000255,4,57,9,5,,,,
4725,19000255,5,57,13,,1,0,0,1
4726,19000255,6,57,18,5,,,,
4727,19000255,7,57,24,5,,,,
4728,19000255,8,57,31,5,,,,
4729,19000255,9,57,39,5,,,,
4730,19000255,10,57,47,,4,0,0,0
4731,19000256,1,57,3,5,,,,
4732,19000256,2,57,4,5,,,,
4733,19000256,3,57,6,5,,,,
4734,19000256,4,57,9,5,,,,
4735,19000256,5,57,13,,0,1,0,1
4736,19000256,6,57,18,5,,,,
4737,19000256,7,57,24,5,,,,
4738,19000256,8,57,31,5,,,,
4739,19000256,9,57,39,5,,,,
4740,19000256,10,57,47,,0,4,0,0
4741,19000257,1,57,3,5,,,,
4742,19000257,2,57,4,5,,,,
4743,19000257,3,57,6,5,,,,
4744,19000257,4,57,9,5,,,,
4745,19000257,5,57,13,,1,0,0,1
4746,19000257,6,57,18,5,,,,
4747,19000257,7,57,24,5,,,,
4748,19000257,8,57,31,5,,,,
4749,19000257,9,57,39,5,,,,
4750,19000257,10,57,47,,2,2,0,0
4751,19000258,1,57,3,5,,,,
4752,19000258,2,57,4,5,,,,
4753,19000258,3,57,6,5,,,,
4754,19000258,4,57,9,5,,,,
4755,19000258,5,57,13,,1,0,0,1
4756,19000258,6,57,18,5,,,,
4757,19000258,7,57,24,5,,,,
4758,19000258,8,57,31,5,,,,
4759,19000258,9,57,39,5,,,,
4760,19000258,10,57,47,,4,0,0,0
4761,19000259,1,57,3,5,,,,
4762,19000259,2,57,4,5,,,,
4763,19000259,3,57,6,5,,,,
4764,19000259,4,57,9,5,,,,
4765,19000259,5,57,13,,1,0,0,1
4766,19000259,6,57,18,5,,,,
4767,19000259,7,57,24,5,,,,
4768,19000259,8,57,31,5,,,,
4769,19000259,9,57,39,5,,,,
4770,19000259,10,57,47,,1,2,1,0
4771,19000260,1,57,3,5,,,,
4772,19000260,2,57,4,5,,,,
4773,19000260,3,57,6,5,,,,
4774,19000260,4,57,9,5,,,,
4775,19000260,5,57,13,,1,0,0,1
4776,19000260,6,57,18,5,,,,
4777,19000260,7,57,24,5,,,,
4778,19000260,8,57,31,5,,,,
4779,19000260,9,57,39,5,,,,
4780,19000260,10,57,47,,4,0,0,0
4781,19000261,1,57,3,5,,,,
4782,19000261,2,57,4,5,,,,
4783,19000261,3,57,6,5,,,,
4784,19000261,4,57,9,5,,,,
4785,19000261,5,57,13,,0,0,1,1
4786,19000261,6,57,18,5,,,,
4787,19000261,7,57,24,5,,,,
4788,19000261,8,57,31,5,,,,
4789,19000261,9,57,39,5,,,,
4790,19000261,10,57,47,,0,0,4,0
4791,19000262,1,57,3,5,,,,
4792,19000262,2,57,4,5,,,,
4793,19000262,3,57,6,5,,,,
4794,19000262,4,57,9,5,,,,
4795,19000262,5,57,13,,0,2,0,1
4796,19000262,6,57,18,5,,,,
4797,19000262,7,57,24,5,,,,
4798,19000262,8,57,31,5,,,,
4799,19000262,9,57,39,5,,,,
4800,19000262,10,57,47,,0,4,0,0
4801,19000263,1,57,3,5,,,,
4802,19000263,2,57,4,5,,,,
4803,19000263,3,57,6,5,,,,
4804,19000263,4,57,9,5,,,,
4805,19000263,5,57,13,,0,0,1,1
4806,19000263,6,57,18,5,,,,
4807,19000263,7,57,24,5,,,,
4808,19000263,8,57,31,5,,,,
4809,19000263,9,57,39,5,,,,
4810,19000263,10,57,47,,0,2,2,0
4811,19000264,1,57,3,5,,,,
4812,19000264,2,57,4,5,,,,
4813,19000264,3,57,6,5,,,,
4814,19000264,4,57,9,5,,,,
4815,19000264,5,57,13,,1,0,0,1
4816,19000264,6,57,18,5,,,,
4817,19000264,7,57,24,5,,,,
4818,19000264,8,57,31,5,,,,
4819,19000264,9,57,39,5,,,,
4820,19000264,10,57,47,,4,0,0,0
4821,19000265,1,57,3,5,,,,
4822,19000265,2,57,4,5,,,,
4823,19000265,3,57,6,5,,,,
4824,19000265,4,57,9,5,,,,
4825,19000265,5,57,13,,0,1,0,1
4826,19000265,6,57,18,5,,,,
4827,19000265,7,57,24,5,,,,
4828,19000265,8,57,31,5,,,,
4829,19000265,9,57,39,5,,,,
4830,19000265,10,57,47,,2,2,0,0
