ID,技能名,描述,战斗回合高于X时,战斗回合低于X时,己方战力高于X%时,己方战力低于X%时,敌方战力高于X%时,敌方战力低于X%时,上回合是否击中（1击中2未命中3敌方命中4敌方未命中）,敌我血量高低判断（1.我方高于敌方2.我方低于敌方3我方等于敌方）,Y发动概率,次数限制,技能效果,Z参数,参数2,命中生效,己方四维变化,敌方四维变化,修改回合数,虚弱,无法闪避,无视防御,封印技能效果,封印回合,封印x概率以上,封印x概率以下,动画id,增加四维先攻,增加四维防御,增加四维闪避,增加四维王者
1110072,千纸鹤,100%概率造成暴击，暴击时造成190%的伤害且对方无法闪避。,,,,,,,,,100,1,2,190,,,,,,,1,,,,,,98,0,0,0,0
1110073,真.炒菜,100%概率造成暴击，暴击时造成260%的伤害且对方无法闪避。己方战力低于5%时，100%概率触发梦月，造成一次500%的暴击伤害且对方无法闪避。,,,5,,,,,,100,1,2,260,,,,,,,1,,,,,,65,0,0,0,0
1110074,梦月,,,,,5,,,,,100,1,2,500,,,,,,,1,,,,,,153,0,0,0,0
1110075,永夜,100%概率造成暴击，暴击时造成350%的伤害且对方无法闪避。己方战力低于15%时，100%概率触发白天，造成一次600%的暴击伤害且对方无法闪避。先攻等级提高8。,,,15,,,,,,100,1,2,350,,,,,,,1,,,,,,153,0,0,0,0
1110076,白天,,,,,15,,,,,100,1,2,600,,,,,,,1,,,,,,6,0,0,0,0
1110077,三神器,己方战力低于30%时，100%概率造成暴击，暴击时造成300%的伤害且对方无法闪避。,,,,30,,,,,100,1,2,300,,,,,,,1,,,,,,65,0,0,0,0
1110078,魅族之光,100%概率造成暴击，暴击时造成240%的伤害且对方无法闪避。,,,,,,,,,100,1,2,240,,,,,,,1,,,,,,22,0,0,0,0
1110079,夜色突袭,100%概率造成暴击，暴击时造成160%的伤害且对方无法闪避。先攻等级提高6。,,,,,,,,,100,1,2,160,,,,,,,1,,,,,,6,0,0,0,0
1110080,皮蛋光波,100%概率造成暴击，暴击时造成550%的伤害且对方无法闪避。,,,,,,,,,100,1,2,550,,,,,,,1,,,,,,64,0,0,0,0
1110081,熊孩子,100%概率造成暴击，暴击时造成100%的伤害且对方无法闪避。此攻击击中敌人时，敌人的下一次攻击只会造成1点伤害，并且敌人发动概率低于10%的技能被封印1回合。,,,,,,,,,100,1,2,100,,1,,,,1,1,,,1,,10,123,0,0,0,0
1110082,吃蜜饯,己方战力高于50%时，100%概率造成暴击，暴击时造成190%的伤害且对方无法闪避。己方战力低于50%时，100%概率造成暴击，暴击时造成400%的伤害且对方无法闪避。,,,50,,,,,,100,1,2,190,,,,,,,1,,,,,,153,0,0,0,0
1110083,吃蜜饯.怒,,,,,50,,,,,100,1,2,400,,,,,,,1,,,,,,153,0,0,0,0
1110084,认真一拳,若上一回合未被敌方击中，100%概率造成暴击，暴击时造成400%的伤害且对方无法闪避。王者等级提高4。,1,,,,,,4,,100,1,2,400,,,,,,,1,,,,,,98,0,0,0,0
1110085,火烧炮,战斗回合低于7回时，100%概率发动，在攻击后恢复35%的总战力。战斗回合高于6回时，100%概率造成暴击，暴击时造成220%的伤害且对方无法闪避。王者等级提高2。,6,,,,,,,,100,1,2,220,,,,,,,1,,,,,,65,0,0,0,0
1110086,振翅,战斗回合低于4回时，100%概率造成暴击，暴击时造成170%的伤害且对方无法闪避。战斗回合高于3回时，100%概率造成103%的伤害。,,4,,,,,,,100,1,2,170,,,,,,,1,,,,,,22,0,0,0,0
1110087,自然之力,100%概率造成暴击，暴击时造成300%的伤害且对方无法闪避。先攻等级提高8点，王者等级提高2点。,,,,,,,,,100,1,2,300,,,,,,,1,,,,,,22,0,0,0,0
1110088,托马斯回旋,100%概率造成暴击，暴击时造成240%的伤害且对方无法闪避。每命中敌方一次，敌方闪避等级减少3。,,,,,,,,,100,1,2,240,,1,,0|0|-3|0,,,1,,,,,,22,0,0,0,0
1110089,暴力扣篮,100%概率造成暴击，暴击时造成200%的伤害且对方无法闪避。,,,,,,,,,100,1,2,200,,,,,,,1,,,,,,22,0,0,0,0
1110090,冷静射击,100%概率造成暴击，暴击时造成200%的伤害且对方无法闪避。,,,,,,,,,100,1,2,200,,,,,,,1,,,,,,65,0,0,0,0
1110091,燃烧箭簇,战斗回合低于4回时，100%概率造成暴击，暴击时造成250%的伤害且对方无法闪避，此攻击击中敌人时，敌人的下一次攻击只会造成1点伤害。,,4,,,,,,,100,1,2,250,,1,,,,1,1,,,,,,123,0,0,0,0
1110092,Moon Power,100%概率造成暴击，暴击时造成200%的伤害且对方无法闪避。,,,,,,,,,100,1,2,200,,,,,,,1,,,,,,65,0,0,0,0
1110093,万物归环,100%概率造成暴击，暴击时造成300%的伤害且对方无法闪避。击中敌人时，发动概率高于14%低于21%的技能被封印1回合。先攻等级提高10。,,,,,,,,,100,1,2,300,,1,,,,,1,,,1,14,21,123,0,0,0,0
1110094,屠龙.暴,己方战力高于10%时，100%概率触发一次150%伤害的纯粹攻击。己方战力低于10%时，100%概率造成暴击，暴击时造成400%的伤害且对方无法闪避。王者等级提高5。,,,,10,,,,,100,1,2,400,,,,,,,1,,,,,,6,0,0,0,0
1110095,冠军法国,100%概率造成暴击，暴击时造成30%或300%的伤害且对方无法闪避。,,,,,,,,,100,1,2,300,,,,,,,1,,,,,,64,0,0,0,0
1110096,小组法国,,,,,,,,,,100,1,2,30,,,,,,,1,,,,,,64,0,0,0,0
1110097,电梯球,100%概率造成暴击，暴击时造成250%的伤害且对方无法闪避。先攻等级提高6。,,,,,,,,,100,1,2,250,,,,,,,1,,,,,,98,0,0,0,0
1110098,破魔之箭,100%概率造成暴击，暴击时造成50%的伤害且对方无法闪避，同时该攻击无视防御。先攻等级提高10。（该技能受先攻加成）,,,,,,,,,100,1,2,50,,,,,,,1,1,,,,,153,0,0,0,0
1110099,光影交错,若上回合未击中敌人，100%概率造成暴击，暴击时造成333%的伤害且对方无法闪避。,2,,,,,,2,,100,1,2,333,,,,,,,1,,,,,,22,0,0,0,0
1110100,鬼之狂暴,若上一回合被敌方击中，100%概率造成暴击，暴击时造成220%的伤害且对方无法闪避。先攻等级提高10。,1,,,,,,3,,100,1,2,220,,,,,,,1,,,,,,98,0,0,0,0
1110101,黄金剧场.暴,,,,,20,,,,,100,1,2,420,,,,,,,1,,,,,,153,0,0,0,0
1110102,爽朗笑容,我方战力低于敌方战力并且回合数小于3时，100%概率造成暴击，暴击时造成300%的伤害且对方无法闪避。先攻等级提高10。,,3,,,,,,2,100,1,2,300,,,,,,,1,,,,,,64,0,0,0,0
1110103,无我,己方战力高于20%，100%概率造成暴击，暴击时造成200%的伤害且对方无法闪避。己方战力低于20%时，100%概率触发一次200%伤害的纯粹攻击。先攻等级提高10。,,,20,,,,,,100,1,2,200,,,,,,,1,,,,,,65,0,0,0,0
1110104,决战之时,战斗回合低于3回时，100%概率造成暴击，暴击时造成250%伤害且对方无法闪避，命中提高己方先攻等级40点。先攻等级提高8。,,3,,,,,,,100,1,2,250,,,40|0|0|0,,,,1,,,,,,22,0,0,0,0
1110105,王的宝库,己方血量高于25%时，100%概率造成5%暴击伤害，无视防御，命中后虚弱对方一回合；己方血量低于25%时，100%概率造成450%暴击伤害。先攻等级提高9。,,,25,,,,,,100,1,2,5,,1,,,,1,1,1,,,,,153,0,0,0,0
1110106,王的宝库,己方血量高于25%时，100%概率造成5%暴击伤害，无视防御，命中后虚弱对方一回合；己方血量低于25%时，100%概率造成450%暴击伤害。先攻等级提高9。,,,,25,,,,,100,1,2,450,,,,,,,1,,,,,,98,0,0,0,0
1110107,审判之剑,敌方血量高于50%时，100%概率造成140%纯粹伤害，并吸取本次伤害70%的战力，命中后封印概率高于14的技能一回合；己方血量低于40%时，100%概率造成300%的暴击伤害，命中后虚弱对方一回合。,,,,40,,,,,100,1,2,300,,1,,,,1,1,,,,,,22,0,0,0,0
1110108,无名之力,战斗回合低于9时，100%概率暴击，暴击造成200%伤害且无法闪避，命中敌人后王者等级提高10。,,9,,,,,,,100,1,2,200,,1,0|0|0|10,,,,1,,,,,,153,0,0,0,0
1110109,羽翼突袭,100%概率造成暴击，暴击时造成175%的伤害且对方无法闪避。王者等级提高4。,,,,,,,,,100,1,2,175,,,,,,,1,,,,,,98,0,0,0,0
1110110,南瓜爆破,100%概率造成暴击，暴击时造成150%的伤害且对方无法闪避。,,,,,,,,,100,1,2,150,,,,,,,1,,,,,,22,0,0,0,0
1110111,无限圣剑,回合数小于5的时候，100%概率造成200%暴击伤害，命中后封印纯粹技能一回合；回合数大于4的时候，100%概率造成150%暴击伤害。王者等级提高4.,,5,,,,,,,100,1,2,200,,1,,,,,1,,13,1,,,22,0,0,0,0
1110112,无限圣剑,回合数小于5的时候，100%概率造成200%暴击伤害，命中后封印纯粹技能一回合；回合数大于4的时候，100%概率造成150%暴击伤害。王者等级提高4.,4,,,,,,,,100,1,2,150,,,,,,,1,,,,,,98,0,0,0,0
1110113,欢乐祭典,回合数小于5，100%概率造成300%暴击伤害，命中后封印敌方技能1回合（部分怪物技能无法封印）。先攻等级提高10。,,5,,,,,,,100,1,2,300,,1,,,,,1,,,1,,101,65,0,0,0,0
1110114,吃我一矛,上回合击中敌方且敌方血量低于50%，100%概率发动一次250%的暴击伤害。先攻等级提高5。,,,,,,50,1,,100,1,2,250,,,,,,,1,,,,,,22,0,0,0,0
1110115,妖刀红缨,回合数小于5，100%概率造成150%暴击伤害。击中时，敌人下次攻击仅造成1点伤害，且敌人技能被封印1回合。先攻等级提高16。,,5,,,,,,,100,1,2,150,,1,,,,1,1,,,1,,101,22,0,0,0,0
1110116,致命残影,回合数小于3的时候，100%概率造成500%暴击伤害；回合数大于3的时候，100%概率造成300%暴击伤害。先攻等级提高10。,,3,,,,,,,100,1,2,500,,,,,,,1,,,,,,22,0,0,0,0
1110117,怪力格斗,敌方血量高于150%时，100%概率造成350%暴击伤害，命中后先攻等级提高40点。先攻等级提高10点。,,,,,150,,,,100,1,2,350,,1,40|0|0|0,,,,1,,,,,,22,0,0,0,0
1110118,致命残影,回合数小于3的时候，100%概率造成500%暴击伤害；回合数大于3的时候，100%概率造成300%暴击伤害。先攻等级提高10。,3,,,,,,,,100,1,2,300,,,,,,,1,,,,,,98,0,0,0,0
1110119,草莓日升,己方血量低于10%时，100%概率造成80%暴击伤害，命中后虚弱并封印对方一回合。先攻等级提高10。,,,,10,,,,,100,1,2,80,,1,,,,1,1,,,1,,101,153,0,0,0,0
1110120,极·恩赐圣剑,敌方战力低于40%时，100%概率造成暴击，暴击时造成250%的伤害且对方无法闪避。,,,,,,40,,,100,1,2,250,,,,,,,1,,,,,,32,0,0,0,0
1110121,无光之击·改,100%概率造成暴击，暴击时造成150%的伤害且对方无法闪避，先攻等级提高6。,,,,,,,,,100,1,2,150,,,,,,,1,,,,,,4,6,0,0,0
1110122,真·无光之击,100%概率造成暴击，暴击时造成155%的伤害且对方无法闪避，先攻等级提高9。,,,,,,,,,100,1,2,155,,,,,,,1,,,,,,4,9,0,0,0
1110123,极·无光之击,100%概率造成暴击，暴击时造成160%的伤害且对方无法闪避，先攻等级提高12。,,,,,,,,,100,1,2,160,,,,,,,1,,,,,,4,12,0,0,0
1110124,恩赐圣剑·改,敌方战力低于40%时，100%概率造成暴击，暴击时造成180%的伤害且对方无法闪避。,,,,,,40,,,100,1,2,180,,,,,,,1,,,,,,32,0,0,0,0
1110125,真·恩赐圣剑,敌方战力低于40%时，100%概率造成暴击，暴击时造成200%的伤害且对方无法闪避。,,,,,,40,,,100,1,2,200,,,,,,,1,,,,,,32,0,0,0,0
1110126,大阪之阵,战斗回合低于3回时，100%概率造成暴击，暴击时造成10%伤害且对方无法闪避，此攻击击中敌人时，敌人的下两次攻击只会造成1点伤害。先攻等级提高12。,,3,,,,,,,100,1,2,10,,1,,,,2,1,,,,,,98,0,0,0,0
1110127,极·灭世一刀斩,100%概率造成暴击，暴击时造成300%的伤害且对方无法闪避，先攻等级提高4，王者等级提高3。,,,,,,,,,100,1,2,300,,,,,,,1,,,,,,43,4,0,0,3
1110128,爆裂魔法,先攻等级提高10。100%概率造成暴击，暴击时造成200%的伤害且对方无法闪避，命中后己方先攻等级提高30，王者等级提高5，封印敌人根据己方总血量进行回复类技能一回合。,,,,,,,,,100,1,2,200,,1,30|0|0|5,,,,1,,10,1,,,153,0,0,0,0
1110129,过年,100%概率造成暴击，暴击时造成200%的伤害且对方无法闪避，100%概率造成暴击，暴击时造成550%的伤害且对方无法闪避。先攻等级提高12。,,,,,,,,,100,1,2,200,,,,,,,1,,,,,,98,0,0,0,0
1110130,过大年,,,,,,,,,,100,1,2,550,,,,,,,1,,,,,,98,0,0,0,0
1110131,天堂紫光,回合为1，100%概率发动“神圣之箭”，不可闪避，攻击后敌方回复敌方当前50%战力，敌方下次攻击造成1点伤害，封印所有技能，敌方防御等级下降100。回合大于1，100%概率造成420%暴击伤害。先攻等级提高14。,1,,,,,,,,100,1,2,420,,,,,,,1,,,,,,32,14,0,0,0
1110132,血刺,100%概率造成暴击，暴击时造成320%伤害且对方无法闪避。回合数低于5，100%概率触发一次性技能“精准定位”，造成10%纯粹伤害，命中后己方先攻提高40，封印敌方所有技能，敌人下次攻击仅造成1点伤害。,,,,,,,,,100,1,2,320,,,,,,,1,,,,,,153,0,0,0,0
1210001,致命射击,100%概率造成120%的伤害。,,,,,,,,,100,1,3,120,,,,,,,,,,,,,142,0,0,0,0
1210002,安魂曲,100%概率造成135%的伤害。,,,,,,,,,100,1,3,135,,,,,,,,,,,,,161,0,0,0,0
1210003,刃击,100%概率造成150%的伤害。,,,,,,,,,100,1,3,150,,,,,,,,,,,,,162,0,0,0,0
1210004,无畏打击（弃用）,100%概率造成200%的伤害。,,,,,,,,,100,1,3,200,,,,,,,,,,,,,150,0,0,0,0
1210005,火球术,100%概率造成130%的伤害。,,,,,,,,,100,1,3,130,,,,,,,,,,,,,148,0,0,0,0
1210006,闹脾气,不和她玩的话，就会生气哦！100%概率造成101%的伤害。,,,,,,,,,100,1,3,101,,,,,,,,,,,,,142,0,0,0,0
1210007,A之逆袭,100%概率造成180%的伤害。,,,,,,,,,100,1,3,180,,,,,,,,,,,,,142,0,0,0,0
1210008,久违的礼物,100%概率造成145%的伤害。大家都很想要啊！,,,,,,,,,100,1,3,145,,,,,,,,,,,,,142,0,0,0,0
1210009,怒火之吠,100%概率造成103%的伤害。,,,,,,,,,100,1,3,103,,,,,,,,,,,,,161,0,0,0,0
1210010,恐吓,100%概率造成120%的伤害。,,,,,,,,,100,1,3,120,,,,,,,,,,,,,142,0,0,0,0
1210011,刺杀,100%概率造成200%的伤害,,,,,,,,,100,1,3,200,,,,,,,,,,,,,168,0,0,0,0
1210012,野蛮冲撞,100%概率造成150%的伤害,,,,,,,,,100,1,3,150,,,,,,,,,,,,,142,0,0,0,0
1210013,冷酷执行,100%概率造成300%的伤害。,,,,,,,,,100,1,3,300,,,,,,,,,,,,,8,0,0,0,0
1210014,魔化撕咬,100%概率造成120%的伤害。,,,,,,,,,100,1,3,120,,,,,,,,,,,,,156,0,0,0,0
1210015,魔化猛击,100%概率造成150%的伤害。,,,,,,,,,100,1,3,150,,,,,,,,,,,,,154,0,0,0,0
1210016,元素火焰,100%概率造成200%的伤害,,,,,,,,,100,1,3,200,,,,,,,,,,,,,110,0,0,0,0
1210017,炎热之火,100%概率造成120%的伤害。,,,,,,,,,100,1,3,120,,,,,,,,,,,,,148,0,0,0,0
1210018,坚冰碎屑,100%概率造成133%的伤害。,,,,,,,,,100,1,3,133,,,,,,,,,,,,,153,0,0,0,0
1210019,大叔暴走,100%概率造成200%的伤害,,,,,,,,,100,1,3,200,,,,,,,,,,,,,142,0,0,0,0
1210020,插鼻过肩摔,100%概率造成200%的伤害,,,,,,,,,100,1,3,200,,,,,,,,,,,,,142,0,0,0,0
1210021,葱硬化插击,100%概率造成300%的伤害,,,,,,,,,100,1,3,300,,,,,,,,,,,,,7,0,0,0,0
1210022,燕返（弃用）,100%概率造成150%的伤害,,,,,,,,,100,1,3,150,,,,,,,,,,,,,165,0,0,0,0
1210023,烈风手里剑,100%概率造成200%的伤害,,,,,,,,,100,1,3,200,,,,,,,,,,,,,142,0,0,0,0
1210024,原始火焰,100%概率造成180%的伤害,,,,,,,,,100,1,3,180,,,,,,,,,,,,,171,0,0,0,0
1210025,裂头击,100%概率造成200%的伤害,,,,,,,,,100,1,3,200,,,,,,,,,,,,,142,0,0,0,0
1210026,黑刃,100%概率造成300%的伤害,,,,,,,,,100,1,3,300,,,,,,,,,,,,,12,0,0,0,0
1210027,雷神之锥（弃用）,100%概率造成150%的伤害,,,,,,,,,100,1,3,150,,,,,,,,,,,,,169,0,0,0,0
1210028,半月斩（弃用）,100%概率造成155%的伤害,,,,,,,,,100,1,3,155,,,,,,,,,,,,,150,0,0,0,0
1210029,大神无双（弃用）,100%概率造成160%的伤害,,,,,,,,,100,1,3,160,,,,,,,,,,,,,153,0,0,0,0
1210030,帝国之握,100%概率造成320%的伤害,,,,,,,,,100,1,3,320,,,,,,,,,,,,,42,0,0,0,0
1210031,王选之刃（弃用）,100%概率造成250%的伤害。,,,,,,,,,100,1,3,250,,,,,,,,,,,,,41,0,0,0,0
1210032,裂地猛击,100%概率造成150%的伤害。,,,,,,,,,100,1,3,150,,,,,,,,,,,,,27,0,0,0,0
1210033,灭世一刀斩,100%概率造成300%的伤害。,,,,,,,,,100,1,3,300,,,,,,,,,,,,,43,0,0,0,0
1210034,黏黏,怪物技能,,,,,,,,,100,1,3,115,,,,,,,,,,,,,142,0,0,0,0
1210035,碾碎,100%概率造成140%的伤害。,,,,,,,,,100,1,3,140,,,,,,,,,,,,,142,0,0,0,0
1210036,邪恶撕裂,怪物技能,,,,,,,,,100,1,3,140,,,,,,,,,,,,,156,0,0,0,0
1210037,爆裂火焰,怪物技能,,,,,,,,,100,1,3,160,,,,,,,,,,,,,150,0,0,0,0
1210038,俯冲,怪物技能,,,,,,,,,100,1,3,180,,,,,,,,,,,,,142,0,0,0,0
1210039,猛锥,怪物技能,,,,,,,,,100,1,3,140,,,,,,,,,,,,,142,0,0,0,0
1210040,以太打击,怪物技能,,,,,,,,,100,1,3,130,,,,,,,,,,,,,171,0,0,0,0
1210041,天使一闪,100%概率造成300%的伤害。,,,,,,,,,100,1,3,300,,,,,,,,,,,,,4,0,0,0,0
1210042,飞龙升天破,己方战力低于50%时，100%概率造成150%的伤害。,,,,50,,,,,100,1,3,150,,,,,,,,,,,,,136,0,0,0,0
1210043,爆破点穴,100%概率造成120%的伤害。,,,,,,,,,100,1,3,120,,,,,,,,,,,,,171,0,0,0,0
1210044,熔岩爆裂,100%概率造成205%的伤害。,,,,,,,,,100,1,3,205,,,,,,,,,,,,,193,0,0,0,0
1210045,无差别格斗,100%概率造成122%的伤害。,,,,,,,,,100,1,3,122,,,,,,,,,,,,,142,0,0,0,0
1210046,念动力推击,100%概率造成155%的伤害。,,,,,,,,,100,1,3,155,,,,,,,,,,,,,148,0,0,0,0
1210047,深呼吸,100%概率造成220%的伤害。,,,,,,,,,100,1,3,220,,,,,,,,,,,,,194,0,0,0,0
1210048,必杀狙击手,100%概率造成330%的伤害。,,,,,,,,,100,1,3,330,,,,,,,,,,,,,10,0,0,0,0
1210049,神之重击,100%概率造成280%的伤害。,,,,,,,,,100,1,3,280,,,,,,,,,,,,,165,0,0,0,0
1210050,真·大神无双,100%概率造成175%的伤害。王者等级提高10。,,,,,,,,,100,1,3,175,,,,,,,,,,,,,57,0,0,0,0
1210051,神武血刃斩,100%概率造成230%的伤害,,,,,,,,,100,1,3,230,,,,,,,,,,,,,123,0,0,0,0
1210052,业火机神,己方战力低于50%时，100%概率造成350%的伤害,,,,50,,,,,100,1,3,350,,,,,,,,,,,,,18,0,0,0,0
1210053,破胆怒啸（弃用）,敌方战力低于65%时，100%概率造成320%的伤害,,,,,,65,,,100,1,3,320,,,,,,,,,,,,,11,0,0,0,0
1210054,虎手龙卷,100%概率造成320%的伤害,,,,,,,,,100,1,3,320,,,,,,,,,,,,,64,0,0,0,0
1210055,拂晓神剑（弃用）,100%概率造成300%的伤害闪避等级提高8。,,,,,,,,,100,1,3,300,,,,,,,,,,,,,65,0,0,0,0
1210056,怒马践踏（弃用）,100%概率造成200%的伤害,,,,,,,,,100,1,3,200,,,,,,,,,,,,,121,0,0,0,0
1210057,末日龙炎,100%概率造成350%的伤害。,,,,,,,,,100,1,3,350,,,,,,,,,,,,,66,0,0,0,0
1210058,魂之万事屋,合体技,,,,2,,,,,100,1,3,1000,,,,,,,1,,,,,,67,0,0,0,0
1210059,超重,怪物技能,,,,,,,,,100,1,3,220,,,,,,,,,,,,,129,0,0,0,0
1210060,亚空间爆裂,怪物技能,,,,50,,,,,100,1,3,300,,,,,,,,,,,,,137,0,0,0,0
1210061,隔空取物,100%概率造成150%的伤害,,,,,,,,,100,1,3,150,,,,,,,,,,,,,142,0,0,0,0
1210062,打你咋地,100%概率造成210%的伤害,,,,,,,,,100,1,3,210,,,,,,,,,,,,,16,0,0,0,0
1210063,透骨凝视,怪物技能,,,,,,,,,100,1,3,450,,,,,,,,,,,,,156,0,0,0,0
1210064,无限剑制,100%概率造成225%的伤害,,,,,,,,,100,1,3,225,,,,,,,,,,,,,87,0,0,0,0
1210065,无敌救兵,100%概率造成250%的伤害,,,,,,,,,100,1,3,250,,,,,,,,,,,,,23,0,0,0,0
1210066,化身亿万（弃用）,100%概率造成340%的伤害王者等级增加3,,,,,,,,,100,1,3,340,,,,,,,,,,,,,91,0,0,0,0
1210067,死神镰刀,100%概率造成200%的伤害。此攻击击中敌人时，敌人的下一次攻击只会造成1点伤害。,,,,,,,,,100,1,3,200,,1,,,,1,,,,,,,99,0,0,0,0
1210068,萌射长弓,100%概率造成140%的伤害，该攻击无视敌方防御等级。,,,,,,,,,100,1,3,140,,,,,,,,1,,,,,136,0,0,0,0
1210069,较强的攻击,100%概率造成101%的伤害……（拥有奇怪的未知特效）,,,,,,,,,100,1,3,101,,1,,,,,,,,1,,4,156,0,0,0,0
1210070,那么问题来了,100%概率造成200%的伤害，该攻击无法闪避。,,,,,,,,,100,1,3,200,,,,,,,1,,,,,,126,0,0,0,0
1210071,做人要低调,100%概率造成140%的伤害但偶尔会发动一次该无法闪避的攻击，造成330%的伤害。,,,,,,,,,100,1,3,140,,,,,,,,,,,,,142,0,0,0,0
1210072,真的教做人,,,,,,,,,,100,1,3,330,,,,,,,1,,,,,,190,0,0,0,0
1210073,打麻将,100%概率造成40%的伤害，此攻击击中敌人时，敌人发动概率低于6%的技能被封印3回合。,,,,,,,,,100,1,3,40,,1,,,,,,,,6,,3,142,0,0,0,0
1210074,窒息之烬,怪物技能,,,,,,,,,100,1,3,150,,1,,,,,,,,4,8,,135,0,0,0,0
1210075,命运劫持,,,,,,,,,,100,1,3,80,,1,,,,,1,1,,10,,5,111,0,0,0,0
1210076,斯巴达刃斩,斯巴达的攻击足以穿透敌人的护甲！100%概率造成105%的伤害，该攻击无视敌方防御等级。若上回合未击中敌人，则有额外4%的概率造成160%的伤害，该攻击无视敌方防御等级。,,,,,,,,,100,1,3,105,,,,,,,,1,,,,,107,0,0,0,0
1210077,斯巴达刃斩X,,2,,,,,,2,,100,1,3,160,,,,,,,,1,,,,,142,0,0,0,0
1210078,斯巴达强击,斯巴达的攻击足以穿透敌人的护甲！若上回合未击中敌人，12%的概率造成210%的伤害。该攻击无视敌方防御等级。,2,,,,,,2,,100,1,3,210,,,,,,,,1,,,,,135,0,0,0,0
1210079,咩影冲刺,100%概率造成230%的伤害闪避等级增加2,,,,,,,,,100,1,3,230,,,,,,,,,,,,,135,0,0,0,0
1210080,蛇之血契,若上一回合未被敌方击中，100%概率造成280%伤害，该攻击无法闪避。场上每有一个其他的堕格斗家，王者等级提高2，至多提高7,2,,,,,,4,,100,1,3,280,,,,,,,1,,,,,,126,0,0,0,0
1210081,百式·鬼烧,100%概率造成220%的伤害,,,,,,,,,100,1,3,220,,,,,,,,,,,,,150,0,0,0,0
1210082,大蛇薙,100%概率造成320%的伤害，己方战力低于30%时，100%概率发动真大蛇薙，造成640%伤害且该攻击无法闪避.防御等级增加6,,,,,,,,,100,1,3,320,,,,,,,,,,,,,192,0,0,0,0
1210083,真大蛇薙,,,,,30,,,,,100,1,3,640,,,,,,,1,,,,,,137,0,0,0,0
1210084,钻石冰刃,100%概率造成120%的伤害，此攻击击中敌人时，敌人发动概率低于5%的技能被封印1回合。,,,,,,,,,100,1,3,120,,1,,,,,,,,1,,5,131,0,0,0,0
1210085,巨石暴风雨1,100%概率造成100%的伤害，此攻击击中敌人时，敌人发动概率低于5%的技能被封印10回合。,,,,,,,,,100,1,3,100,,1,,,,,,,,10,,5,192,0,0,0,0
1210086,巨石暴风雨2,若上回合未击中敌人，100%概率造成150%的伤害，此攻击击中敌人时，敌人发动概率低于5%的技能被封印10回合。,2,,,,,,2,,100,1,3,150,,1,,,,,,,,10,,5,192,0,0,0,0
1210087,巨龙剥夺,怪物技能,2,,,,,,3,,100,1,3,100,,1,,,,1,,,,,,,156,0,0,0,0
1210088,怒火激将,100%概率造成400%的伤害,,,,,,,,,100,1,3,400,,,,,,,,,,,,,75,0,0,0,0
1210089,大乱舞,合体技,,,,,,,,,100,1,3,200,,,,,,,,,,,,,186,0,0,0,0
1210090,大安宅船,100%概率造成300%的伤害。,,,,,,,,,100,1,3,300,,,,,,,,,,,,,10,0,0,0,0
1210091,盾墙1,100%概率造成30%的伤害。该攻击无视闪避。此攻击击中敌人时，敌人的下一次攻击只会造成1点伤害。,,,,,,,,,100,1,3,30,,1,,,,1,1,,,,,,142,0,0,0,0
1210092,盾墙2,100%概率造成45%的伤害。此攻击击中敌人时，敌人的下一次攻击只会造成1点伤害。,,,,,,,,,100,1,3,45,,1,,,,1,,,,,,,142,0,0,0,0
1210093,石化凝视1,100%概率造成100%的伤害。此攻击击中敌人时，敌人发动概率低于16%的技能被封印99回合。,,,,,,,,,100,1,3,100,,1,,,,,,,,99,,16,168,0,0,0,0
