ID,怪物组名,怪物构成,战斗力,英雄技能,先攻等级,防御等级,闪避等级,王者等级,备注
9100004,影之王,24000004,5700000,1100028|1200060,299,0,999,,
9100005,真以太狩猎团,17000001|17000004|17000005|17000002|15000004|11000023|11000006|11000009|13000005,1450000,1500001|1400008|1200046|1200026|1200026|1100013|1200017|1200017,30,55,90,,
9100006,黑色魔铁巨像,20000009,850000,1200035|1100014|1100014|2100005,20,100,0,,
9100007,大地天使,24000005,800000,1900017|1900016|1100036|1100035,150,200,100,,
9100008,时间使者,24000006,15000000,1100037|1600008,0,999,100,30,
9100009,末日之主,24000007,25000000,1400010|1900007|1100038,90,600,299,50,
9100010,烬之泉神,24000009,39986000,1200074|1500009|1500009|1500009|1500009|1500009|1500009|1500009|1500009|1500009|1500009|1200074|1400011,115,50,400,75,
9100011,森文督姆,24000010,75000000,1200075|1700018|1700018|1700018|1100049,55,100,500,110,
9100012,地心古树,24000008,100000000,1400033|2000015|2200084,200,250,300,300,
9100013,堕落狮鹫,20000001,120000000,1400032|1900007|1200115|1200116,250,450,450,325,
9100014,美杜莎女王,20000004,90000000,1200118|1200119|2300005|1900007|1200120,400,550,350,450,
9100015,公会BOSS1,24000001,1000000,7000001|7000001|7000001|7000001|7000001|340022,10,0,0,10,
9100016,公会BOSS2,24000002,1000000,7000002|7000002|7000002|7000002|7000002|340022|340022,10,0,0,10,
9100017,公会BOSS3,24000003,1000000,340024|340023,10,0,0,10,
9100018,公会BOSS4,24000004,1000000,340023|340023|340025,10,0,0,10,
9100019,公会BOSS5,24000004,1000000,340026|340024,10,0,0,10,
9100020,公会BOSS6,20000009,850000,1200035|1100014|1100014|2100005,20,100,0,50,
9100021,公会BOSS7,24000005,800000,1900017|1900016|1100036|1100035,150,200,100,100,
9100022,公会BOSS8,24000006,15000000,1100037|1600008,0,999,100,100,
9100023,公会BOSS9,24000007,25000000,1400010|1900007|1100038,90,600,299,200,
9100024,公会BOSS10,24000009,39986000,1200074|1500009|1500009|1500009|1500009|1500009|1500009|1500009|1500009|1500009|1500009|1200074|1400011,115,50,400,200,
9100025,公会BOSS11,24000010,75000000,1200075|1700018|1700018|1700018|1100049,55,100,500,300,
9100026,公会BOSS12,24000008,75000000,1400033|2000015|2200084,100,150,200,200,
9100027,公会BOSS13,20000001,80000000,1400032|1900007|1200115|1200116,150,350,350,225,
9100028,公会BOSS14,20000004,60000000,1200118|1200119|2300005|1900007|1200120,300,450,250,350,
9100029,公会BOSS15,20000004,50000000,1200118|1200119|2300005|1900007|1200120,300,450,250,350,
9100030,一号门神,24000001,30720000,6000026|6000026|6000026|6000026|6000026|6000027|6000027|6000027|6000027|6000027|350001|350002|350003|350004|350005|350006|350007|350008,15,0,0,0,稳定伤害，7回合后斩杀，考验输出。
9100031,二号门神,24000002,336000000,6000028|6000028|6000028|6000028|6000028|6000029|6000029|6000029|6000029|6000029|350001|350002|350003|350004|350005|350006|350007|350008,50,10,10,10,9回合前加血，9回合后斩杀，推荐先暴
9100032,守门员三兄弟之三,24000003,768000000,6000032|6000030|6000031|6000031|6000031|6000031|350001|350002|350003|350004|350005|350006|350007|350008,50,20,20,40,回合数等于1的时候高额伤害
9100033,第四关试炼,24000004,1536000000,6000032|6000030|6000031|6000031|6000031|6000031|350001|350002|350003|350004|350005|350006|350007|350008,150,50,50,50,回合数等于1的时候高额伤害
9100034,恶灵附身,20000009,2476800000,6000036|6000036|6000036|6000037|350001|350002|350003|350004|350005|350006|350007|350008,80,200,100,150,需求防御，推荐防王
9100035,六号首领,24000005,4608000000,6000026|6000026|6000026|6000026|6000026|6000027|6000027|6000027|6000027|6000027|350001|350002|350003|350004|350005|350006|350007|350008,150,150,100,150,稳定伤害，7回合后斩杀，考验输出。
9100036,七号首领,24000006,10560000000,6000028|6000028|6000028|6000028|6000028|6000029|6000029|6000029|6000029|6000029|350001|350002|350003|350004|350005|350006|350007|350008,350,150,150,200,9回合前加血，9回合后斩杀，推荐先暴
9100037,八号首领,24000007,12960000000,6000035|6000033|6000033|6000033|6000033|6000033|6000034|6000034|6000034|6000034|350001|350002|350003|350004|350005|350006|350007|350008,300,350,200,300,每回合25%血量，16回合后斩杀，推荐恢复
9100038,九九试炼,24000009,25920000000,6000032|6000030|6000031|6000031|6000031|6000031|350001|350002|350003|350004|350005|350006|350007|350008,450,200,250,300,回合数等于1的时候高额伤害
9100039,十号首领,24000010,33280000000,6000036|6000036|6000036|6000037|350001|350002|350003|350004|350005|350006|350007|350008,450,400,250,350,需求防御，推荐防王
9100040,怨念亡灵,24000008,64800000000,6000026|6000026|6000026|6000026|6000026|6000027|6000027|6000027|6000027|6000027|350001|350002|350003|350004|350005|350006|350007|350008,250,200,250,350,稳定伤害，7回合后斩杀，考验输出。
9100041,飞马首领,20000001,75600000000,6000028|6000028|6000028|6000028|6000028|6000029|6000029|6000029|6000029|6000029|350001|350002|350003|350004|350005|350006|350007|350008,350,250,250,350,9回合前加血，9回合后斩杀，推荐先暴
9100042,冤魂美杜莎,20000004,76824000000,6000035|6000033|6000033|6000033|6000033|6000033|6000034|6000034|6000034|6000034|350001|350002|350003|350004|350005|350006|350007|350008,350,250,250,350,每回合25%血量，16回合后斩杀，推荐恢复
9100043,首领美杜莎,20000004,112320000000,6000032|6000030|6000031|6000031|6000031|6000031|350001|350002|350003|350004|350005|350006|350007|350008,600,300,250,450,回合数等于1的时候高额伤害
9100044,最终美杜莎,20000004,926000000000,6000038|6000036|6000036|6000036|6000037|350001|350002|350003|350004|350005|350006|350007|350008,350,300,250,450,需求防御，推荐防王
9200001,三个杰瑞,12000008|12000008|12000008,10000,,0,0,0,,
9200002,五只汤姆,12000002|12000002|12000002|12000002|12000002,100000,,5,5,5,,
9200003,盘丝洞,13000017|13000017|13000017|13000017|13000017|13000017|13000017|13000017,500000,,10,10,15,,
9200004,20个苍老师,18000038|18000038|18000038|18000038|18000038|18000038|18000038|18000038|18000038|18000038|18000038|18000038|18000038|18000038|18000038|18000038|18000038|18000038|18000038|18000038,10000,1800013|1800013|1800013|1800013|1800013,0,0,0,,
9200005,20个郭嘉,18000032|18000032|18000032|18000032|18000032|18000032|18000032|18000032|18000032|18000032|18000032|18000032|18000032|18000032|18000032|18000032|18000032|18000032|18000032|18000032,100000,1900010|1900010|1900010,5,5,5,,
9200006,20个SaberLily,19000042|19000042|19000042|19000042|19000042|19000042|19000042|19000042|19000042|19000042|19000042|19000042|19000042|19000042|19000042|19000042|19000042|19000042|19000042|19000042,1000000,1100039|1100039|1100039|1100039|1100039,10,50,0,,
9200007,20个老子,19000053|19000053|19000053|19000053|19000053|19000053|19000053|19000053|19000053|19000053|19000053|19000053|19000053|19000053|19000053|19000053|19000053|19000053|19000053|19000053,10000,2200041|2200041|2200041|2200041|2200041|2200041,0,0,0,,
9200008,20个夫子,19000052|19000052|19000052|19000052|19000052|19000052|19000052|19000052|19000052|19000052|19000052|19000052|19000052|19000052|19000052|19000052|19000052|19000052|19000052|19000052,100000,2200026|2200026|2200026|2200026|2200026,5,5,5,,
9200009,20个猴子,19000048|19000048|19000048|19000048|19000048|19000048|19000048|19000048|19000048|19000048|19000048|19000048|19000048|19000048|19000048|19000048|19000048|19000048|19000048|19000048,500000,2200025|2200025|2200025|2200025|2200025,10,80,20,,
9300001,魇魔LV1,24000008,9000000,1800010|2200023,32,300,100,,
9300002,魇魔LV2,24000008,10100000,1800010|2200023,32,320,110,,
9300003,魇魔LV3,24000008,11200000,1800010|2200023,32,340,120,,
9300004,魇魔LV4,24000008,12300000,1800010|2200023,32,360,130,,
9300005,魇魔LV5,24000008,13400000,1800010|2200023,32,380,140,,
9300006,魇魔LV6,24000008,14500000,1800011|2200023,32,400,150,,
9300007,魇魔LV7,24000008,15600000,1800011|2200023,32,420,160,,
9300008,魇魔LV8,24000008,16700000,1800011|2200023,32,440,170,,
9300009,魇魔LV9,24000008,17800000,1800011|2200023,32,460,180,,
9300010,魇魔LV10,24000008|24000008,18900000,2200023|1800012|1200063,32,480,190,,
9300011,魇魔LV11,24000008|24000008,20000000,2200023|1800012|1200063,32,500,200,10,
9300012,魇魔LV12,24000008|24000008,21100000,2200023|1800012|1200063,32,520,210,20,
9300013,魇魔LV13,24000008|24000008,22200000,2200023|1800012|1200063,32,540,220,30,
9300014,魇魔LV14,24000008|24000008,23300000,2200023|1800012|1200063,32,560,230,40,
9300015,魇魔LV15,24000008|24000008,24400000,2200023|1800012|1200063,32,580,240,50,
9300016,魇魔LV16,24000008|24000008,25500000,2200023|1800012|1200063,32,600,250,60,
9300017,魇魔LV17,24000008|24000008,26600000,2200023|1800012|1200063,32,620,260,70,
9300018,魇魔LV18,24000008|24000008,27700000,2200023|1800012|1200063,32,640,270,80,
9300019,魇魔LV19,24000008|24000008,28800000,2200023|1800012|1200063,32,660,280,90,
9300020,魇魔LV20,24000008|24000008,30000000,2200023|1800012|1200063,32,680,290,100,
9300021,魇魔LV21,24000008|24000008,35000000,2200023|1800012|1200063,64,700,300,100,
9300022,魇魔LV22,24000008|24000008,40000000,2200023|1800012|1200063,64,720,300,120,
9300023,魇魔LV23,24000008|24000008,45000000,2200023|1800012|1200063,64,740,300,120,
9300024,魇魔LV24,24000008|24000008,50000000,2200023|1800012|1200063,64,760,300,140,
9300025,魇魔LV25,24000008|24000008|24000008,55000000,2200023|1800012|1200063,64,780,300,140,
9300026,魇魔LV26,24000008|24000008|24000008,60000000,2200023|1800012|1200063,64,800,300,145,
9300027,魇魔LV27,24000008|24000008|24000008,65000000,2200023|1800012|1200063,64,820,300,150,
9300028,魇魔LV28,24000008|24000008|24000008,70000000,2200023|1800012|1200063,64,840,300,155,
9300029,魇魔LV29,24000008|24000008|24000008,75000000,2200023|1800012|1200063,64,860,300,160,
9300030,魇魔LV30,24000008|24000008|24000008,80000000,2200023|1800012|1200063,64,880,300,165,
400001,三喵军团,12000002|12000002|12000002,800000,1700002|1700002|1700002|1700002|1700002|1700002|1700002|1700002|1700002|1700002|1700002|1700002|1700002|1700002|1700002,0,0,0,0,
400002,狂乱犬星人,12000001|12000001|12000001|12000001|12000001,1000000,1200010|1200010|1200010|1200009,5,5,15,5,
400003,合战卫士,11000001|11000001|11000001|11000001|11000001|11000001|11000001,900000,1100064|1900028,10,20,10,10,
400004,精英合战卫士,11000005|11000005|11000005|11000005|11000005|11000005|11000005|11000005,950000,1200091|1200091|1200092|1200092|1200092|1200092|1200092|1200092|1900029|2200052,25,15,15,15,
400005,合战巨魔,20000008,1150000,1200035|1200035|1200035|1200035|1200035,23,23,23,20,
400006,黄色顽石群,18000058|18000058|18000058|18000058|18000058|18000058|18000058,1200000,1200035|1200035|1200035|1200035|1200035|1200035|1200035|1200035,25,25,25,25,
400007,黑色顽石群,19000084|19000084|19000084|19000084|19000084|19000084|19000084|19000084,1250000,1200085|1200086|1100052,30,30,40,30,
400008,合战卫士,11000001|11000001|11000001|11000001|11000001|11000001|11000001,1300000,1100064|1900028,35,45,35,35,
400009,精英合战卫士,11000005|11000005|11000005|11000005|11000005|11000005|11000005|11000005,1350000,1200091|1200091|1200091|1200092|1200092|1200092|1200092|1200092|1900029|2200052,50,40,40,40,
400010,合战吞噬者,20000006,1400000,1100065|1700023,48,48,48,45,
400011,黄色顽石群,18000058|18000058|18000058|18000058|18000058|18000058|18000058,1450000,1200035|1200035|1200035|1200035|1200035|1200035|1200035|1200035,51,51,51,55,
400012,黑色顽石群,19000084|19000084|19000084|19000084|19000084|19000084|19000084|19000084,1500000,1200085|1200086|1100052,57,57,67,65,
400013,合战卫士,11000001|11000001|11000001|11000001|11000001|11000001|11000001,1550000,1100064|1900028,63,73,63,75,
400014,精英合战卫士,11000005|11000005|11000005|11000005|11000005|11000005|11000005|11000005,1600000,1200091|1200091|1200091|1200091|1200092|1200092|1200092|1200092|1900029|2200052,79,69,69,85,
400015,伪以太军团,17000001|17000004|17000005|17000002|15000004|11000023|11000006|11000009|13000005,1650000,1800017|2200036|1900021|1900021|1900021|1900021|1900021|1900021|1900021|1900021|1900021|1900021|1900021|1900021,78,78,78,105,
400016,黄色顽石群,18000058|18000058|18000058|18000058|18000058|18000058|18000058,1700000,1200035|1200035|1200035|1200035|1200035|1200035|1200035|1200035,81,81,81,120,
400017,黑色顽石群,19000084|19000084|19000084|19000084|19000084|19000084|19000084|19000084,1750000,1200085|1200086|1100052,87,87,97,135,
400018,合战卫士,11000001|11000001|11000001|11000001|11000001|11000001|11000001,1800000,1100064|1900028,93,103,93,150,
400019,精英合战卫士,11000005|11000005|11000005|11000005|11000005|11000005|11000005|11000005,1850000,1200091|1200091|1200091|1200091|1200091|1200092|1200092|1200092|1900029|2200052,109,99,99,165,
400020,致命蛇妖,20000004,1900000,1200093|1200094|2200053,108,108,108,180,
400021,黄色顽石群,18000058|18000058|18000058|18000058|18000058|18000058|18000058,1950000,1200035|1200035|1200035|1200035|1200035|1200035|1200035|1200035,115,115,115,185,
400022,黑色顽石群,19000084|19000084|19000084|19000084|19000084|19000084|19000084|19000084,2000000,1200085|1200086|1100052,125,125,135,200,
400023,合战卫士,11000001|11000001|11000001|11000001|11000001|11000001|11000001,2050000,1100064|1900028,135,145,135,215,
400024,精英合战卫士,11000005|11000005|11000005|11000005|11000005|11000005|11000005|11000005,2100000,1200091|1200091|1200091|1200091|1200091|1200091|1200092|1200092|1900029|2200052,155,145,145,230,
400025,小苍,19000095,2150000,1400018|1400020|1400019,158,158,158,245,
400026,黄色顽石群,18000058|18000058|18000058|18000058|18000058|18000058|18000058,2200000,1200035|1200035|1200035|1200035|1200035|1200035|1200035|1200035,165,165,165,260,
400027,黑色顽石群,19000084|19000084|19000084|19000084|19000084|19000084|19000084|19000084,2250000,1200085|1200086|1100052,175,175,185,275,
400028,合战卫士,11000001|11000001|11000001|11000001|11000001|11000001|11000001,2300000,1100064|1900028,185,195,185,290,
400029,精英合战卫士,11000005|11000005|11000005|11000005|11000005|11000005|11000005|11000005,2350000,1200091|1200091|1200091|1200091|1200091|1200091|1200091|1200092|1900029|2200052,205,195,195,305,
400030,WCG,19000111,2400000,1400024|1100066|1900030|1900031,210,210,210,320,
400031,黄色顽石群,18000058|18000058|18000058|18000058|18000058|18000058|18000058,2450000,1200035|1200035|1200035|1200035|1200035|1200035|1200035|1200035,215,215,215,340,
400032,黑色顽石群,19000084|19000084|19000084|19000084|19000084|19000084|19000084|19000084,2500000,1200085|1200086|1100052,230,230,240,365,
400033,合战卫士,11000001|11000001|11000001|11000001|11000001|11000001|11000001,2550000,1100064|1900028,250,260,250,390,
400034,精英合战卫士,11000005|11000005|11000005|11000005|11000005|11000005|11000005|11000005,2600000,1200091|1200091|1200091|1200091|1200091|1200091|1200091|1200092|1900029|2200052,280,270,270,415,
400035,领主联盟盟主,19000010,2650000,1400028|1500023|2000013|2000012,290,290,290,440,
400036,黄色顽石群,18000058|18000058|18000058|18000058|18000058|18000058|18000058,2700000,1200035|1200035|1200035|1200035|1200035|1200035|1200035|1200035,340,340,340,450,
400037,黑色顽石群,19000084|19000084|19000084|19000084|19000084|19000084|19000084|19000084,2750000,1200085|1200086|1100052,355,355,365,460,
400038,合战卫士,11000001|11000001|11000001|11000001|11000001|11000001|11000001,2800000,1100064|1900028,375,385,375,470,
400039,精英合战卫士,11000005|11000005|11000005|11000005|11000005|11000005|11000005|11000005,2850000,1200091|1200091|1200091|1200091|1200091|1200091|1200091|1200092|1900029|2200052,405,395,395,480,
400040,塔主,22000007,2900000,2200087|2200086|1900048|1400034|2200088|2200089,900,500,300,500,
10001,土豪,11000024,100000,,,,,,
10002,土豪,11000024,250000,,,,,,
10003,土豪,11000024,500000,,,,,,
10004,土豪,11000024,800000,,,,,,
10005,土豪,11000024,1200000,,10,10,10,10,
10006,土豪,11000024,3200000,,40,40,40,40,
10007,土豪,11000024,5200000,,80,80,80,80,
10008,土豪,11000024,8000000,5000003|5000006|5000009,130,130,130,130,
10009,土豪,11000024,12000000,5000003|5000006|5000009,190,190,190,190,
10010,土豪,11000024,16000000,5000003|5000006|5000009,250,250,250,250,
10011,土豪,11000024,21000000,,,,,,
10012,土豪,11000024,27000000,,,,,,
20001,邂逅的史莱姆,13000014,100000,,,,,,
20002,邂逅的史莱姆,13000014,250000,,,,,,
20003,邂逅的史莱姆,13000014,500000,,,,,,
20004,邂逅的史莱姆,13000014,800000,,,,,,
20005,邂逅的史莱姆,13000014,1200000,,10,10,10,10,
20006,邂逅的史莱姆,13000014,3200000,,40,40,40,40,
20007,邂逅的史莱姆,13000014,5200000,,80,80,80,80,
20008,邂逅的史莱姆,13000014,8000000,5000003|5000006|5000009,130,130,130,130,
20009,邂逅的史莱姆,13000014,12000000,5000003|5000006|5000009,190,190,190,190,
20010,邂逅的史莱姆,13000014,16000000,5000003|5000006|5000009,250,250,250,250,
20011,邂逅的史莱姆,13000014,21000000,,,,,,
20012,邂逅的史莱姆,13000014,27000000,,,,,,
30001,魔铁杂兵lv1,20000002,200000,,,,,,
30002,魔铁杂兵lv2,20000002,350000,,,,,,
30003,魔铁杂兵lv3,20000002,600000,,,,,,
30004,魔铁杂兵lv4,20000002,1200000,,,,,,
30005,魔铁杂兵lv5,20000002,2000000,,10,10,10,10,
30006,魔铁杂兵lv6,20000002,3500000,,40,40,40,40,
30007,魔铁杂兵lv7,20000002,5500000,,80,80,80,80,
30008,魔铁杂兵lv8,20000002,8000000,5000003|5000006|5000009,130,130,130,130,
30009,魔铁杂兵lv9,20000002,12000000,5000003|5000006|5000009,190,190,190,190,
30010,魔铁杂兵lv10,20000002,16000000,5000003|5000006|5000009,250,250,250,250,
40001,三头恶犬,20000003,,6000008|6000009|6000010|6000011|6000012|6000013|6000014|6000015|6000016|6000017|6000018|6000019|6000020|6000021|6000022|6000023|6000024|6000025,,,100,,
