ID,事件名,事件描述,事件等级,Mercenary ID,任务类型（1，战斗任务 2，道具任务 3，资源任务 4，纯事件）,怪物组ID,战斗怪物组,需求道具,货币类型,需求数量,失败冷却（单位秒）,奖励组,掉落次数
2000050,魔铁杂兵lv50,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,50,20000002,1,9000050,魔铁杂兵lv50,0,1,50,2,25000064,1
2000051,魔铁杂兵lv51,#1#矿区boss已败于我手下~#2#太天真了，你以为只有一个boss吗？,51,20000002,1,9000051,魔铁杂兵lv51,0,1,51,2,25000071,1
2000052,魔铁杂兵lv52,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,52,20000002,1,9000052,魔铁杂兵lv52,0,1,52,2,25000071,1
2000053,魔铁杂兵lv53,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,53,20000002,1,9000053,魔铁杂兵lv53,0,1,53,2,25000071,1
2000054,魔铁杂兵lv54,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,54,20000002,1,9000054,魔铁杂兵lv54,0,1,54,2,25000071,1
2000055,魔铁杂兵lv55,#1#矿区boss已败于我手下~#2#太天真了，你以为只有一个boss吗？,55,20000002,1,9000055,魔铁杂兵lv55,0,1,55,2,25000071,1
2000056,魔铁杂兵lv56,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,56,20000002,1,9000056,魔铁杂兵lv56,0,1,56,2,25000078,1
2000057,魔铁杂兵lv57,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,57,20000002,1,9000057,魔铁杂兵lv57,0,1,57,2,25000078,1
2000058,魔铁杂兵lv58,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,58,20000002,1,9000058,魔铁杂兵lv58,0,1,58,2,25000078,1
2000059,魔铁杂兵lv59,#1#矿区boss已败于我手下~#2#太天真了，你以为只有一个boss吗？,59,20000002,1,9000059,魔铁杂兵lv59,0,1,59,2,25000078,1
2000060,魔铁杂兵lv60,#1#矿区boss居然不止一个？#2#恭喜你，即将见到第二任boss，如果你实力够强的话！,60,20000002,1,9000060,魔铁杂兵lv60,0,1,60,2,25000078,1
2000061,魔铁杂兵lv61,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,61,20000002,1,9000061,魔铁杂兵lv61,0,1,61,2,25000085,1
2000062,魔铁杂兵lv62,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,62,20000002,1,9000062,魔铁杂兵lv62,0,1,62,2,25000085,1
2000063,魔铁杂兵lv63,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,63,20000002,1,9000063,魔铁杂兵lv63,0,1,63,2,25000015,1
2000064,魔铁杂兵lv64,#1#我只想问，还有别的boss吗？#2#我才不会像低级的杂兵一样，透露我们boss的下落。如果你有能力，就一直找下去吧！,64,20000002,1,9000064,魔铁杂兵lv64,0,1,64,2,25000085,1
2000065,魔铁杂兵lv65,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,65,20000002,1,9000065,魔铁杂兵lv65,0,1,65,2,25000085,1
2000066,魔铁杂兵lv66,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,66,20000002,1,9000066,魔铁杂兵lv66,0,1,66,2,25000092,1
2000067,魔铁杂兵lv67,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,67,20000002,1,9000067,魔铁杂兵lv67,0,1,67,2,25000092,1
2000068,魔铁杂兵lv68,#1#我只想问，还有别的boss吗？#2#我才不会像低级的杂兵一样，透露我们boss的下落。如果你有能力，就一直找下去吧！,68,20000002,1,9000068,魔铁杂兵lv68,0,1,68,2,25000092,1
2000069,魔铁杂兵lv69,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,69,20000002,1,9000069,魔铁杂兵lv69,0,1,69,2,25000092,1
2000070,魔铁杂兵lv70,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,70,20000002,1,9000070,魔铁杂兵lv70,0,1,70,2,25000092,1
2000071,魔铁杂兵lv71,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,71,20000002,1,9000071,魔铁杂兵lv71,0,1,71,2,25000099,1
2000072,魔铁杂兵lv72,#1#我只想问，还有别的boss吗？#2#我才不会像低级的杂兵一样，透露我们boss的下落。如果你有能力，就一直找下去吧！,72,20000002,1,9000072,魔铁杂兵lv72,0,1,72,2,25000099,1
2000073,魔铁杂兵lv73,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,73,20000002,1,9000073,魔铁杂兵lv73,0,1,73,2,25000099,1
2000074,魔铁杂兵lv74,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,74,20000002,1,9000074,魔铁杂兵lv74,0,1,74,2,25000099,1
2000075,魔铁杂兵lv75,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,75,20000002,1,9000075,魔铁杂兵lv75,0,1,75,2,25000099,1
2000076,魔铁杂兵lv76,#1#我只想问，还有别的boss吗？#2#我才不会像低级的杂兵一样，透露我们boss的下落。如果你有能力，就一直找下去吧！,76,20000002,1,9000076,魔铁杂兵lv76,0,1,76,2,25000106,1
2000077,魔铁杂兵lv77,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,77,20000002,1,9000077,魔铁杂兵lv77,0,1,77,2,25000106,1
2000078,魔铁杂兵lv78,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,78,20000002,1,9000078,魔铁杂兵lv78,0,1,78,2,25000106,1
2000079,魔铁杂兵lv79,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,79,20000002,1,9000079,魔铁杂兵lv79,0,1,79,2,25000106,1
2000080,魔铁杂兵lv80,#1#我只想问，还有别的boss吗？#2#我才不会像低级的杂兵一样，透露我们boss的下落。如果你有能力，就一直找下去吧！,80,20000002,1,9000080,魔铁杂兵lv80,0,1,80,2,25000106,1
2000081,魔铁杂兵lv81,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,81,20000002,1,9000081,魔铁杂兵lv81,0,1,81,2,25000113,1
2000082,魔铁杂兵lv82,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,82,20000002,1,9000082,魔铁杂兵lv82,0,1,82,2,25000113,1
2000083,魔铁杂兵lv83,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,83,20000002,1,9000083,魔铁杂兵lv83,0,1,83,2,25000113,1
2000084,魔铁杂兵lv84,#1#我只想问，还有别的boss吗？#2#我才不会像低级的杂兵一样，透露我们boss的下落。如果你有能力，就一直找下去吧！,84,20000002,1,9000084,魔铁杂兵lv84,0,1,84,2,25000113,1
2000085,魔铁杂兵lv85,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,85,20000002,1,9000085,魔铁杂兵lv85,0,1,85,2,25000113,1
2000086,魔铁杂兵lv86,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,86,20000002,1,9000086,魔铁杂兵lv86,0,1,86,2,25000120,1
2000087,魔铁杂兵lv87,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,87,20000002,1,9000087,魔铁杂兵lv87,0,1,87,2,25000120,1
2000088,魔铁杂兵lv88,#1#我只想问，还有别的boss吗？#2#我才不会像低级的杂兵一样，透露我们boss的下落。如果你有能力，就一直找下去吧！,88,20000002,1,9000088,魔铁杂兵lv88,0,1,88,2,25000120,1
2000089,魔铁杂兵lv89,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,89,20000002,1,9000089,魔铁杂兵lv89,0,1,89,2,25000120,1
2000090,魔铁杂兵lv90,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,90,20000002,1,9000090,魔铁杂兵lv90,0,1,90,2,25000120,1
2000091,魔铁杂兵lv91,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,91,20000002,1,9000091,魔铁杂兵lv91,0,1,91,2,25000127,1
2000092,魔铁杂兵lv92,#1#我只想问，还有别的boss吗？#2#我才不会像低级的杂兵一样，透露我们boss的下落。如果你有能力，就一直找下去吧！,92,20000002,1,9000092,魔铁杂兵lv92,0,1,92,2,25000127,1
2000093,魔铁杂兵lv93,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,93,20000002,1,9000093,魔铁杂兵lv93,0,1,93,2,25000127,1
2000094,魔铁杂兵lv94,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,94,20000002,1,9000094,魔铁杂兵lv94,0,1,94,2,25000127,1
2000095,魔铁杂兵lv95,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,95,20000002,1,9000095,魔铁杂兵lv95,0,1,95,2,25000127,1
2000096,魔铁杂兵lv96,#1#我只想问，还有别的boss吗？#2#我才不会像低级的杂兵一样，透露我们boss的下落。如果你有能力，就一直找下去吧！,96,20000002,1,9000096,魔铁杂兵lv96,0,1,96,2,25000134,1
2000097,魔铁杂兵lv97,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,97,20000002,1,9000097,魔铁杂兵lv97,0,1,97,2,25000134,1
2000098,魔铁杂兵lv98,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,98,20000002,1,9000098,魔铁杂兵lv98,0,1,98,2,25000134,1
2000099,魔铁杂兵lv99,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,99,20000002,1,9000099,魔铁杂兵lv99,0,1,99,2,25000134,1
2000100,魔铁杂兵lv100,#1#我只想问，还有别的boss吗？#2#我才不会像低级的杂兵一样，透露我们boss的下落。如果你有能力，就一直找下去吧！,100,20000002,1,9000100,魔铁杂兵lv100,0,1,100,2,25000134,1
2000101,魔铁杂兵lv101,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,101,20000002,1,9000101,魔铁杂兵lv101,0,1,101,2,25000134,1
2000102,魔铁杂兵lv102,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,102,20000002,1,9000102,魔铁杂兵lv102,0,1,102,2,25000134,1
2000103,魔铁杂兵lv103,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,103,20000002,1,9000103,魔铁杂兵lv103,0,1,103,2,25000134,1
2000104,魔铁杂兵lv104,#1#我只想问，还有别的boss吗？#2#我才不会像低级的杂兵一样，透露我们boss的下落。如果你有能力，就一直找下去吧！,104,20000002,1,9000104,魔铁杂兵lv104,0,1,104,2,25000134,1
2000105,魔铁杂兵lv105,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,105,20000002,1,9000105,魔铁杂兵lv105,0,1,105,2,25000134,1
2000106,魔铁杂兵lv106,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,106,20000002,1,9000106,魔铁杂兵lv106,0,1,106,2,25000134,1
2000107,魔铁杂兵lv107,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,107,20000002,1,9000107,魔铁杂兵lv107,0,1,107,2,25000134,1
2000108,魔铁杂兵lv108,#1#我只想问，还有别的boss吗？#2#我才不会像低级的杂兵一样，透露我们boss的下落。如果你有能力，就一直找下去吧！,108,20000002,1,9000108,魔铁杂兵lv108,0,1,108,2,25000134,1
2000109,魔铁杂兵lv109,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,109,20000002,1,9000109,魔铁杂兵lv109,0,1,109,2,25000134,1
2000110,魔铁杂兵lv110,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,110,20000002,1,9000110,魔铁杂兵lv110,0,1,110,2,25000134,1
2000111,魔铁杂兵lv111,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,111,20000002,1,9000111,魔铁杂兵lv111,0,1,111,2,25000134,1
2000112,魔铁杂兵lv112,#1#我只想问，还有别的boss吗？#2#我才不会像低级的杂兵一样，透露我们boss的下落。如果你有能力，就一直找下去吧！,112,20000002,1,9000112,魔铁杂兵lv112,0,1,112,2,25000134,1
2000113,魔铁杂兵lv113,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,113,20000002,1,9000113,魔铁杂兵lv113,0,1,113,2,25000134,1
2000114,魔铁杂兵lv114,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,114,20000002,1,9000114,魔铁杂兵lv114,0,1,114,2,25000134,1
2000115,魔铁杂兵lv115,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,115,20000002,1,9000115,魔铁杂兵lv115,0,1,115,2,25000134,1
2000116,魔铁杂兵lv116,#1#我只想问，还有别的boss吗？#2#我才不会像低级的杂兵一样，透露我们boss的下落。如果你有能力，就一直找下去吧！,116,20000002,1,9000116,魔铁杂兵lv116,0,1,116,2,25000134,1
2000117,魔铁杂兵lv117,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,117,20000002,1,9000117,魔铁杂兵lv117,0,1,117,2,25000134,1
2000118,魔铁杂兵lv118,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,118,20000002,1,9000118,魔铁杂兵lv118,0,1,118,2,25000134,1
2000119,魔铁杂兵lv119,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,119,20000002,1,9000119,魔铁杂兵lv119,0,1,119,2,25000134,1
2000120,魔铁杂兵lv120,#1#我只想问，还有别的boss吗？#2#我才不会像低级的杂兵一样，透露我们boss的下落。如果你有能力，就一直找下去吧！,120,20000002,1,9000120,魔铁杂兵lv120,0,1,120,2,25000134,1
2000121,魔铁杂兵lv121,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,121,20000002,1,9000121,魔铁杂兵lv121,0,1,121,2,25000134,1
2000122,魔铁杂兵lv122,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,122,20000002,1,9000122,魔铁杂兵lv122,0,1,122,2,25000134,1
2000123,魔铁杂兵lv123,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,123,20000002,1,9000123,魔铁杂兵lv123,0,1,123,2,25000134,1
2000124,魔铁杂兵lv124,#1#我只想问，还有别的boss吗？#2#我才不会像低级的杂兵一样，透露我们boss的下落。如果你有能力，就一直找下去吧！,124,20000002,1,9000124,魔铁杂兵lv124,0,1,124,2,25000134,1
2000125,魔铁杂兵lv125,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,125,20000002,1,9000125,魔铁杂兵lv125,0,1,125,2,25000134,1
2000126,魔铁杂兵lv126,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,126,20000002,1,9000126,魔铁杂兵lv126,0,1,126,2,25000134,1
2000127,魔铁杂兵lv127,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,127,20000002,1,9000127,魔铁杂兵lv127,0,1,127,2,25000134,1
2000128,魔铁杂兵lv128,#1#我只想问，还有别的boss吗？#2#我才不会像低级的杂兵一样，透露我们boss的下落。如果你有能力，就一直找下去吧！,128,20000002,1,9000128,魔铁杂兵lv128,0,1,128,2,25000134,1
2000129,魔铁杂兵lv129,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,129,20000002,1,9000129,魔铁杂兵lv129,0,1,129,2,25000134,1
2000130,魔铁杂兵lv130,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,130,20000002,1,9000130,魔铁杂兵lv130,0,1,130,2,25000134,1
